0,1,2
1050,PARAMETROS_MECANIZADO,java.lang.Byte
1044,Z,java.lang.Double
912,FUNCION_M575,java.lang.Boolean
1057,CONFIG_NUMERO_MANDRINOS,java.lang.Integer
954,CONVEYOR_2_INVERTER,java.lang.Boolean
1030,PROG_LINE,Integer
1119,HOURS_UDG,java.lang.Integer
1284,PROG_ACTIVE,String
1085,HOURS_FD,java.lang.Integer
1174,DILATATION_CORRECTION_AXIAL_HEAD_1,java.lang.Integer
1090,HOURS_UGA,java.lang.Integer
1092,MARKER_ZERO,java.lang.Boolean
1184,COUNTER_CYCLE_360_Q_21,java.lang.Integer
1193,AXIS_10_MOTOR_UTILIZATION,java.lang.Integer
1279,TEMPERATURE_BASE,java.lang.Integer
1162,TEMPERATURE_MOTOR_6,java.lang.Integer
983,ATC_STAGE_CAD1,java.lang.Integer
916,COOLANT_EXTERNAL,java.lang.Boolean
968,FEED_THREAD_ACTIVE,java.lang.Boolean
1099,EASY_LOG_NUMBER,java.lang.Integer
1105,HOURS_C5E,java.lang.Integer
1264,SPINDLE_DEFERRED_STOP,java.lang.Boolean
1208,HEAD_C1_UNLOCK_EV,java.lang.Boolean
1107,EMERGENCY_PULSED,java.lang.Boolean
1216,HEAD_C2_UNLOCK_EV,java.lang.Boolean
1267,HEAD_C2_LOCK_ORDER,java.lang.Boolean
1214,CONFIGURATION_PT_3_AND_4,java.lang.Integer
1217,HEAD_C2_CROWN_2_UNLOCK_ORDER,java.lang.Boolean
1198,COUNTER_CYCLE_360_Q_12,java.lang.Integer
1116,HOURS_UDX,java.lang.Integer
1171,COUNTER_CYCLE_WARMING_DAILY,java.lang.Integer
1172,COUNTER_CYCLE_330_WITH_NO_HEAD,java.lang.Integer
1206,COUNTER_CYCLE_310_WITHOUT_PANEL,java.lang.Integer
1182,COUNTER_CYCLE_330,java.lang.Integer
1195,COUNTER_CYCLE_360_Q_11,java.lang.Integer
1166,FUNCTION_M_592,java.lang.Boolean
1126,CONFIG_AXIS_NUMBER,java.lang.Integer
1249,AXIS_7_MOTOR_UTILIZATION,java.lang.Integer
1241,ALARM_ACTIVE,java.lang.Boolean
1178,GEAR_CHANGE_OUT_WHILE_WORKING_COUNTER,java.lang.Integer
1079,COUNTER_M320,java.lang.Integer
1080,COUNTER_CYCLE_341_WARMING,java.lang.Integer
1082,GEAR_CHANGE_OUT_WHILE_WORKING_NOT_RECOVERED_COUNTER,java.lang.Integer
1183,COUNTER_CYCLE_360_Q_22,java.lang.Integer
960,TEMPERATURA_ANALOGICAS_0,java.lang.Short
967,TEMPERATURA_PT100,java.lang.Short
1028,CURRENT_TIME,java.lang.Integer
923,EJE_X_POSICION_ACTUAL_REFERENCIA,java.lang.Integer
913,EJE_Z_POSICION_ACTUAL_REFERENCIA,java.lang.Integer
1018,SPINDLE_TEMP,java.lang.Integer
919,TEMPERATURA_MANDRINO_1,java.lang.Integer
1032,EJE_4_POSICION_ACTUAL_REFERENCIA,java.lang.Integer
1059,TEMPERATURA_MOTOR_9,java.lang.Integer
973,FEEDRATE_OVERRIDE,java.lang.Long
944,EJE_5_UTILIZACION_MOTOR,java.lang.Integer
1027,RAPIDTRAVERSE_OVERRIDE,java.lang.Long
1008,EJE_Y_EN_POSICION,java.lang.Integer
937,TEMPERATURA_MOTOR_Z,java.lang.Integer
980,TEMPERATURA_MOTOR_X,java.lang.Integer
1239,TEMPERATURE_E5E_ROD_3,java.lang.Integer
934,SPINDLE_OVERRIDE,java.lang.Long
1036,MACHINE_EMERGENCY,java.lang.Integer
1017,ALARMA_ACTIVA,java.lang.Boolean
1025,MANDRINO_GAMA_BAJA_ACTIVA,java.lang.Boolean
1177,COUNTER_CYCLE_330_WITH_OAD,java.lang.Integer
903,HEAD_NUMBER_MODEL_INDEX2,java.lang.Byte
922,DILATACIONES_CORRECCION_TRANSVERSAL_CABEZAL_2,java.lang.Integer
940,FUNCION_M591,java.lang.Boolean
936,FUNCION_M592,java.lang.Boolean
1043,Y,java.lang.Double
1042,X,java.lang.Double
1164,COUNTER_CYCLE_351,java.lang.Integer
948,OP_MODE_EXCLUSIVE_AXES_M888,java.lang.Boolean
950,ATC_STAGE_AES,java.lang.Byte
1234,COUNTER_CYCLE_330_WITH_FCT,java.lang.Integer
1130,HOURS_MACHINE_ON,java.lang.Integer
1226,COUNTER_CYCLE_398,java.lang.Integer
1219,COUNTER_CYCLE_397,java.lang.Integer
1189,HOURS_FCT,java.lang.Integer
1137,HOURS_E5E,java.lang.Integer
1049,MACHINE_TYPE,java.lang.Integer
1167,HOURS_AL600,java.lang.Integer
956,EJE_Y_UTILIZACION_MOTOR,java.lang.Integer
953,EJE_Z__DISTANCIA_A_COTA,java.lang.Integer
952,EJE_Y_POSICION_ACTUAL_REFERENCIA,java.lang.Integer
978,EJE_Y_DISTANCIA_A_COTA,java.lang.Integer
930,TEMPERATURA,java.lang.Short
938,EJE_X_DISTANCIA_A_COTA,java.lang.Integer
1176,AXIS_Y_DISTANCE_TO_GO,java.lang.Integer
907,MANDRINO_CONSUMO_VISUALIZADO,java.lang.Integer
918,DILATACIONES_CORRECCION_AXIAL_CABEZAL_1,java.lang.Integer
1088,TEMPERATURE_SPINDLE_1,java.lang.Integer
959,TEMPERATURA_MOTOR_5,java.lang.Integer
1205,AXIS_Y_IN_MOTION,java.lang.Boolean
963,FUNCION_M128,java.lang.Boolean
1192,AXIS_X_FEEDS_ALLOWED,java.lang.Boolean
995,EJE_X_EN_MOVIMIENTO,java.lang.Integer
1000,FEED_CONTOUR,java.lang.Integer
961,EJE_Z_EN_MOVIMIENTO,java.lang.Integer
1083,TOOL_SPINDLE_NAME,java.lang.String
985,EJES_EN_MOVIMIENTO,java.lang.Boolean
939,TEMPERATURA_MOTOR_Y,java.lang.Integer
1013,TOOL_SPINDLE_NUMBER,java.lang.Integer
957,FEED_PROGRAMMED_MINUTE,java.lang.Integer
1168,TOOL_SPINDLE_LENGTH,java.lang.Integer
1078,PANEL_CONFIGURATON,java.lang.Integer
1268,SPINDLE_SELECTED,java.lang.Integer
1179,AXIS_C1_ENCODER_POSITION,java.lang.Integer
1250,GEAR_CHANGE_OUT_WHILE_WORKING,java.lang.Boolean
1163,FUNCTION_M_591,java.lang.Boolean
1037,HEAD_C1_POSITION_REQUESTED,java.lang.Integer
932,ENCLOSURE_CLOSED,java.lang.Boolean
1001,ACTIVE_TOOL,java.lang.String
1055,PROG_NAME_CORREA,java.lang.String
1197,EASY_LOG_MESSAGE,java.lang.String
1125,HEAD_C1_CROWN_1_UNLOCK_ORDER,java.lang.Boolean
1138,AXIS_8_ACTUAL_ENCODER_POSITION,java.lang.Integer
993,EJE_6_UTILIZACION_MOTOR,java.lang.Integer
909,TOUCH_PROBE_MEASUREMENT_CICLE_ACTIVE,java.lang.Integer
955,MANDRINO_GAMA_ALTA_ACTIVA,java.lang.Boolean
1263,CONVEYOR_5_INVERTED,java.lang.Boolean
1052,EJE_7_POSICION_ACTUAL_REFERENCIA,java.lang.Integer
977,PROG_BLOCKSCAN,java.lang.Integer
1003,HEAD_MENU_MAINTENANCE,java.lang.Boolean
908,DILATACIONES_CORRECCION_TRANSVERSAL_CABEZAL_1,java.lang.Integer
1029,TOOL_DEF,java.lang.Boolean
905,MANDRINO_CAMBIO_DE_GAMA_ACTIVO,java.lang.Boolean
1035,SERIAL_NUMBER,java.lang.Integer
928,CAC_INITIALIZED,java.lang.Boolean
1117,CONVEYOR_3_INVERTED,java.lang.Boolean
1154,ZONE_1_ACTIVE,java.lang.Boolean
1089,SPINDLE_LOW_RANGE,java.lang.Boolean
1200,COUNTER_POWER_OFF_FAIL,java.lang.Integer
1201,HOURS_UAG,java.lang.Integer
1202,HOURS_UAD,java.lang.Integer
1252,COUNTER_CYCLE_330_WITH_AL600,java.lang.Integer
1246,DILATATION_CORRECTION_TRANSVERSAL,java.lang.Integer
1244,ATC_TOOL_CHANGE_LAST_TIME,java.lang.Integer
1213,COUNTER_RESTART,java.lang.Integer
1220,HEAD_NUMBER_MODEL_INDEX_9,java.lang.Integer
1221,HEAD_NUMBER_MODEL_INDEX_8,java.lang.Integer
1223,HEAD_NUMBER_MODEL_INDEX_7,java.lang.Integer
1224,HEAD_NUMBER_MODEL_INDEX_6,java.lang.Integer
1225,HEAD_NUMBER_MODEL_INDEX_2,java.lang.Integer
1068,AXIS_7_ACTUAL_ENCODER_POSITION,java.lang.Integer
1207,PROGRAM_FINISHED,java.lang.Boolean
1235,HEAD_NUMBER_MODEL_INDEX_3,java.lang.Integer
1236,HEAD_NUMBER_MODEL_INDEX_4,java.lang.Integer
1240,HEAD_NUMBER_MODEL_INDEX_5,java.lang.Integer
1245,HEAD_NUMBER_MODEL_INDEX_1,java.lang.Integer
921,PROG_STOPPED,java.lang.Integer
1007,PROG_INTERRUPTED,java.lang.Boolean
1255,MARKER_ONE,java.lang.Boolean
1282,COUNTER_CYCLE_360,java.lang.Integer
1258,HOURS_OAD,java.lang.Integer
1283,OVERRIDE_RAPIDTRAVERSE,java.lang.Integer
1286,OVERRIDE_FEEDRATE,java.lang.Integer
989,PROG_NAME,java.lang.String
1039,OPERATING_MODE,java.lang.Integer
1269,AXIS_4_MOTOR_UTILIZATION,java.lang.Integer
1069,SPINDLE_LOAD_VIEWED,java.lang.Integer
990,SPINDLE_LOAD,java.lang.Integer
1093,SPINDLE_1_TEMPERATURE,java.lang.Integer
1285,OVERRIDE_SPINDLE,java.lang.Integer
1256,TEMPERATURE_E5E_ROD_1,java.lang.Integer
1204,TEMPERATURE_HEAD,java.lang.Integer
1271,TEMPERATURE_RAM_2,java.lang.Integer
1232,DILATATION_CORRECTION_AXIAL,java.lang.Integer
943,PRESURE_GROUP_HIGH,java.lang.Boolean
1199,AXES_IN_MOTION,java.lang.Boolean
1266,AXIS_Y_IN_POSITION,java.lang.Boolean
1243,ACT_COUNTER_AUTO_TOOL_CHANGES,java.lang.Integer
1277,DILATATION_CORRECTION_TRANSVERSAL_HEAD_1,java.lang.Integer
1257,SPINDLE_IN_MOTION,java.lang.Boolean
1275,ATC_COUNTER_MANUAL_TOOL_CHANGES,java.lang.Integer
1280,ACT_COUNTER_AUTO_TOOL_CHANGES_HORIZONTAL,java.lang.Integer
1270,DILATATION_CORRECTION_TRANSVERSAL_HEAD_2,java.lang.Integer
1254,COUNTER_CYCLE_350_351,java.lang.Integer
1259,COUNTER_CYCLE_381,java.lang.Integer
972,ATC_STAGE,java.lang.Integer
915,TOOL_CALL,java.lang.Boolean
946,HEAD_C2_POSITION_REQUESTED,java.lang.Integer
1070,AXIS_Z_FEEDS_ALLOWED,java.lang.Boolean
906,CAC_HEAD_REQUESTED,java.lang.Integer
1153,AXIS_11_MOTOR_UTILIZATION,java.lang.Integer
1026,THERMAL_COMPENSATION_ON,java.lang.Boolean
988,HEAD_C2_TURN_ORDER,java.lang.Boolean
1143,PULSE_COUNTER_OP_REQUESTED,java.lang.Integer
1175,AXIS_8_MOTOR_UTILIZATION,java.lang.Integer
1170,TOOL_SPINDLE_TYPE,java.lang.Integer
1074,HEAD_C1_LOCK_ORDER,java.lang.Boolean
1181,FUNCTION_M_575,java.lang.Boolean
971,ATC_MANUAL_STAGE,java.lang.Integer
1086,SPINDLE_GEAR_CHANGE_ACTIVE,java.lang.Boolean
1136,FUNCTION_M_144,java.lang.Boolean
1248,HEAD_C2_CROWN_1_UNLOCK_ORDER,java.lang.Boolean
1274,TOUCH_PROBE_IN_S1,java.lang.Boolean
911,CAC_STATUS,java.lang.Integer
1187,SPINDLE_HIGH_RANGE,java.lang.Boolean
1186,TOUCH_PROBE_TYPE_S1,java.lang.Integer
1229,AXIS_11_ACTUAL_ENCODER_POSITION,java.lang.Integer
1209,SPINDLE_STOPPED_ORDER,java.lang.Boolean
947,TOOL_SPINDLE_INDEX,java.lang.Integer
991,TELESERVICE,java.lang.Boolean
1073,GEAR_CHANGE_TIME,java.lang.Integer
1265,AXIS_X_ENCODER_POSITION,java.lang.Integer
1113,AXIS_Z_ENCODER_POSITION,java.lang.Integer
1133,AXIS_Y_ENCODER_POSITION,java.lang.Integer
1210,AXIS_Z_MOTOR_UTILIZACION,java.lang.Integer
1211,AXIS_9_ACTUAL_ENCODER_POSITION,java.lang.Integer
1191,AXIS_X_DISTANCE_TO_GO,java.lang.Integer
1157,SPINDLE_1_ACTUAL_POSITION,java.lang.Integer
1144,AXIS_9_MOTOR_UTILIZATION,java.lang.Integer
1129,AXIS_X_MOTOR_UTILIZACION,java.lang.Integer
1218,AXIS_Y_MOTOR_UTILIZACION,java.lang.Integer
976,FEED_RAPID_ACTIVE,java.lang.Boolean
1098,AXIS_Z_IN_POSITION,java.lang.Boolean
1140,AXIS_X_IN_POSITION,java.lang.Boolean
1169,AXIS_X_IN_MOTION,java.lang.Boolean
1146,AXIS_Z_IN_MOTION,java.lang.Boolean
1109,AXIS_6_ACTUAL_ENCODER_POSITION,java.lang.Integer
1122,AXIS_6_MOTOR_UTILIZATION,java.lang.Integer
994,CONVEYOR_2_START,java.lang.Boolean
1159,TEMPERATURE_MOTOR_8,java.lang.Integer
1161,TEMPERATURE_MOTOR_5,java.lang.Integer
1196,TEMPERATURE_MOTOR_11,java.lang.Integer
1124,AXIS_5_MOTOR_UTILIZATION,java.lang.Integer
1233,AXIS_Z_DISTANCE_TO_GO,java.lang.Integer
1148,TEMPERATURE_RAM,java.lang.Integer
962,PRESURE_GROUP_LOW,java.lang.Boolean
1031,ATC_REQUESTED_POSITION_CAD1,java.lang.Integer
1038,ATC_ACTUAL_POSITION_CAD1,java.lang.Integer
1230,AXIS_Y_FEEDS_ALLOWED,java.lang.Boolean
999,TOOL_UNLOCK_ORDER_ATC,java.lang.Boolean
1034,TOOL_GRIPPER_SPINDLE_NUMBER_CAD1,java.lang.Integer
949,TOOL_GRIPPER_MAGAZINE_NUMBER_CAD1,java.lang.Integer
1251,COUNTER_CYCLE_382,java.lang.Integer
1155,TEMPERATURE_MOTOR_7,java.lang.Integer
1096,COUNTER_CYCLE_310_WITH_PANEL,java.lang.Integer
904,TOOL_SPINDLE_STORAGE,java.lang.Integer
910,TOOL_SPINDLE_ATC,java.lang.Integer
1150,TEMPERATURE_MOTOR_Y,java.lang.Integer
1149,TEMPERATURE_MOTOR_Z,java.lang.Integer
1158,TEMPERATURE_MOTOR_9,java.lang.Integer
1139,PROGRAM_INTERRUPTED,java.lang.Boolean
1160,PROGRAM_STOPPED,java.lang.Boolean
1242,SEMAPHORE_BLUE,java.lang.Boolean
1281,CONFIGURATION_PT_1_AND_2,java.lang.Integer
998,TOOL_UNLOCK_ORDER_MANUAL,java.lang.Boolean
970,HEAD_C1_TURN_ORDER,java.lang.Boolean
1072,AXIS_W_BRAKE,java.lang.Boolean
1152,MACHINING_PARAMETERS,java.lang.Integer
1273,PULSE_COUNTER_OP_DONE,java.lang.Integer
1095,PART_MEASURING_CYCLE_ACTIVE,java.lang.Boolean
1262,CONVEYOR_5_START,java.lang.Boolean
1010,CONVEYOR_3_START,java.lang.Boolean
1194,ZONE_ACTIVE,java.lang.Integer
1261,CONVEYOR_2_INVERTED,java.lang.Boolean
1071,ZONE_2_ACTIVE,java.lang.Boolean
924,SPINDLE_RPM,java.lang.Integer
1091,EMERGENCY,java.lang.Boolean
929,CONVEYOR_1_START,java.lang.Boolean
1123,CONVEYOR_4_INVERTED,java.lang.Boolean
986,TOUCH_PROBE_MONITOR,java.lang.Boolean
1228,CONVEYOR_4_START,java.lang.Boolean
1084,ZONE_4_ACTIVE,java.lang.Boolean
1185,ZONE_SECOND_PANEL_ACTIVATED,java.lang.Boolean
1100,GEAR_CHANGE_GEAR_REQUESTED,java.lang.Integer
951,FEED_PROGRAMMED_THREAD,java.lang.Integer
1108,SPINDLE_1_IN_TAPPING_MODE,java.lang.Boolean
1231,STANDBY_MODE,java.lang.Boolean
1237,CONVEYOR_ALARM,java.lang.Boolean
1075,COUNTER_CYCLE_WARMING_WEEK,java.lang.Integer
1076,ACT_COUNTER_TOOL_DEF,java.lang.Integer
1077,COUNTER_CYCLE_330_WITH_UDX,java.lang.Integer
1097,COUNTER_CYCLE_330_WITH_E5E,java.lang.Integer
1145,TEMPERATURE_MOTOR_X,java.lang.Integer
